ビベヌ 	 Vivenne
ヤ・シュトラ 	 Y'shtola
ユウギリ 	 Yugiri
無名 #1008898 	 Nameless #1008898
無名 #1008899 	 Nameless #1008899
無名 #1008901 	 Nameless #1008901
サハギン族のよろず屋 	 Sahagin Vendor
貧しい身なりの女性 	 Beggarly Woman
無名 #1010230 	 Nameless #1010230
無名 #1011017 	 Nameless #1011017
ギルドの中級冒険者 	 Bloodied Adventurer
ギルドの熟練冒険者 	 Seasoned Adventurer
無名 #1017079 	 Nameless #1017079
無名 #1021445 	 Nameless #1021445
無名 #1021446 	 Nameless #1021446
ウィスルム 	 Wyssulm
ゼリグ 	 Zerig
無名 #1005373 	 Nameless #1005373
無名 #1005386 	 Nameless #1005386
無名 #1005390 	 Nameless #1005390
ドミニー 	 Dominy
無名 #1005401 	 Nameless #1005401
ヒネネ一等甲兵 	 Hinene
セレストリア 	 Celestria
無名 #1005406 	 Nameless #1005406
無名 #1005407 	 Nameless #1005407
ブリスブリダ上等甲兵 	 Blyssbryda
気弱そうな冒険者 	 Faint-hearted Fighter
サイエル 	 Syele
アルフィノ 	 Alphinaud
シド 	 Cid
ビッグス 	 Biggs
ウェッジ 	 Wedge
アガンボルド 	 Aganbold
ンパ・タユーン 	 Npah Tayuun
グオルゲイム 	 Guolgeim
ナジル・ドゥジル 	 Nazyl Duzyl
ワンダリング・ブリーズ 	 Wandering Breeze
クリントータ 	 Klynthota
シド 	 Cid
ビッグス 	 Biggs
ウェッジ 	 Wedge
ビッグス 	 Biggs
ウェッジ 	 Wedge
帝国軍十人長 	 Imperial Decurion
帝国軍輸送兵 	 Imperial Courier
帝国軍警備兵 	 Imperial Guard
お人好しの軍団兵 	 Affable Imperial
カカメヒ 	 Kakamehi
無名 #1006914 	 Nameless #1006914
無名 #1006918 	 Nameless #1006918
無名 #1006920 	 Nameless #1006920
無名 #1006921 	 Nameless #1006921
無名 #1006923 	 Nameless #1006923
無名 #1006929 	 Nameless #1006929
無名 #1006931 	 Nameless #1006931
無名 #1006932 	 Nameless #1006932
無名 #1006936 	 Nameless #1006936
無名 #1006939 	 Nameless #1006939
無名 #1006941 	 Nameless #1006941
無名 #1006947 	 Nameless #1006947
ラレナ 	 Laraina
無名 #1006954 	 Nameless #1006954
無名 #1006958 	 Nameless #1006958
無名 #1006961 	 Nameless #1006961
ドマ難民の男 	 Doman Watch
ウィスカード 	 Wiscard
無名 #1006974 	 Nameless #1006974
クリフトン 	 Clifton
帝国軍百人隊長 	 Imperial Centurion
せっかちな青年 	 Impatient Son
おっとりした少女 	 Calm Daughter
ドマの民 	 Doman Watch
銅刃団の警備兵 	 Brass Blade
ヨウザン 	 Yozan
コハル 	 Koharu
シウン 	 Shiun
ロッカ 	 Rokka
ヨウザン 	 Yozan
コハル 	 Koharu
シウン 	 Shiun
ロッカ 	 Rokka
コー・ラブンタ 	 Koh Rabntah
気だるそうな帝国兵 	 Indolent Imperial
無名 #1011823 	 Nameless #1011823
無名 #1011824 	 Nameless #1011824
無名 #1011825 	 Nameless #1011825
デ・ゼンツァ 	 D'zentsa
オ・チャクハ 	 O'tchakha
クリスティアナ 	 Cristiana
ラルフ 	 Raulf
シ・ルン・ティア 	 X'rhun Tia
アリア 	 Arya
ホウメイ 	 Homei
ドウワレ 	 Doware
ホウザン 	 Hozan
ヒギリ 	 Higiri
稀物商 エデリーナ 	 Edelina
プルーデンス 	 Prudence
ミンフィリア 	 Minfilia
ミンフィリア 	 Minfilia
サンクレッド 	 Thancred
ヤ・シュトラ 	 Y'shtola
パパリモ 	 Papalymo
イダ 	 Yda
アルフィノ 	 Alphinaud
フ・ラミン 	 F'lhaminn
タタル 	 Tataru
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ギルド本部の使者 	 Adventurers' Guild Emissary
ギルド本部の冒険者 	 Adventurers' Guild Assistant
ミンフィリア 	 Minfilia
ミンフィリア 	 Minfilia
イダ 	 Yda
パパリモ 	 Papalymo
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ミンフィリア 	 Minfilia
サンクレッド 	 Thancred
イダ 	 Yda
パパリモ 	 Papalymo
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ユウギリ 	 Yugiri
カササギ 	 Kasasagi
キキョウ 	 Kikyo
ミンフィリア 	 Minfilia
サンクレッド 	 Thancred
イダ 	 Yda
パパリモ 	 Papalymo
タタル 	 Tataru
ユウギリ 	 Yugiri
カササギ 	 Kasasagi
キキョウ 	 Kikyo
イダ 	 Yda
パパリモ 	 Papalymo
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
サンクレッド 	 Thancred
イダ 	 Yda
パパリモ 	 Papalymo
ヤ・シュトラ 	 Y'shtola
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ホウザン 	 Hozan
ドウワレ 	 Doware
ヒギリ 	 Higiri
ヨウザン 	 Yozan
コハル 	 Koharu
サンクレッド 	 Thancred
イダ 	 Yda
パパリモ 	 Papalymo
ヤ・シュトラ 	 Y'shtola
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ホウザン 	 Hozan
ドウワレ 	 Doware
ヒギリ 	 Higiri
ヨウザン 	 Yozan
コハル 	 Koharu
シウン 	 Shiun
ロッカ 	 Rokka
パパリモ 	 Papalymo
ヤ・シュトラ 	 Y'shtola
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホウザン 	 Hozan
ヒギリ 	 Higiri
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ホウザン 	 Hozan
ドウワレ 	 Doware
ヒギリ 	 Higiri
ヨウザン 	 Yozan
コハル 	 Koharu
サンクレッド 	 Thancred
イダ 	 Yda
パパリモ 	 Papalymo
ヤ・シュトラ 	 Y'shtola
アルフィノ 	 Alphinaud
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ホウザン 	 Hozan
ドウワレ 	 Doware
ヒギリ 	 Higiri
ヨウザン 	 Yozan
コハル 	 Koharu
シウン 	 Shiun
ロッカ 	 Rokka
リオル 	 Riol
ウィルレッド 	 Wilred
ローレンティス 	 Laurentius
アリアヌ 	 Alianne
イルベルド 	 Ilberd
エルグムス 	 Aergmhus
エフェミ 	 Ephemie
ユユハセ 	 Yuyuhase
サンクレッド 	 Thancred
イダ 	 Yda
パパリモ 	 Papalymo
ヤ・シュトラ 	 Y'shtola
アルフィノ 	 Alphinaud
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ホウザン 	 Hozan
ドウワレ 	 Doware
ヒギリ 	 Higiri
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ホウザン 	 Hozan
ドウワレ 	 Doware
ヒギリ 	 Higiri
サンクレッド 	 Thancred
イダ 	 Yda
パパリモ 	 Papalymo
ヤ・シュトラ 	 Y'shtola
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ホウザン 	 Hozan
ドウワレ 	 Doware
ヒギリ 	 Higiri
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ホウザン 	 Hozan
ドウワレ 	 Doware
ヒギリ 	 Higiri
サンクレッド 	 Thancred
イダ 	 Yda
パパリモ 	 Papalymo
ヤ・シュトラ 	 Y'shtola
ムーンブリダ 	 Moenbryda
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ヒギリ 	 Higiri
サンクレッド 	 Thancred
ヤ・シュトラ 	 Y'shtola
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ヒギリ 	 Higiri
タタル 	 Tataru
フ・ラミン 	 F'lhaminn
ヒギリ 	 Higiri
サンクレッド 	 Thancred
イダ 	 Yda
パパリモ 	 Papalymo
ヤ・シュトラ 	 Y'shtola
無名 #1010918 	 Nameless #1010918
無名 #1010919 	 Nameless #1010919
無名 #1010920 	 Nameless #1010920
無名 #1010921 	 Nameless #1010921
無名 #1010922 	 Nameless #1010922
フ・ラミン 	 F'lhaminn
ヒギリ 	 Higiri
フ・ラミン 	 F'lhaminn
無名 #1012703 	 Nameless #1012703
無名 #1012706 	 Nameless #1012706
無名 #1012707 	 Nameless #1012707
アリアヌ 	 Alianne
リオル 	 Riol
エフェミ 	 Ephemie
エルグムス 	 Aergmhus
ドウワレ 	 Doware
ホウザン 	 Hozan
ヒギリ 	 Higiri
無名 #1014415 	 Nameless #1014415
クルル 	 Krile
サンクレッド 	 Thancred
アリアヌ 	 Alianne
エフェミ 	 Ephemie
エルグムス 	 Aergmhus
イジルドール 	 Isildaure
ホウメイ 	 Homei
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ブルオムウィダ 	 Bluomwyda
オーカー・ボルダー 	 Ocher Boulder
ヴァ・マハ・ティア 	 V'mah Tia
エノル 	 Aenor
クレメンス 	 Clemence
タタル 	 Tataru
エフェミ 	 Ephemie
イジルドール 	 Isildaure
ホウメイ 	 Homei
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
無名 #1017017 	 Nameless #1017017
無名 #1017018 	 Nameless #1017018
無名 #1017025 	 Nameless #1017025
オーカー・ボルダー 	 Ocher Boulder
ヴァ・マハ・ティア 	 V'mah Tia
エノル 	 Aenor
クレメンス 	 Clemence
アルフィノ 	 Alphinaud
アリゼー 	 Alisaie
フ・ラミン 	 F'lhaminn
ホウメイ 	 Homei
アルフィノ 	 Alphinaud
アリゼー 	 Alisaie
サンクレッド 	 Thancred
タタル 	 Tataru
イダ 	 Yda
パパリモ 	 Papalymo
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
オーカー・ボルダー 	 Ocher Boulder
エノル 	 Aenor
クレメンス 	 Clemence
ホウメイ 	 Homei
タタル 	 Tataru
エフェミ 	 Ephemie
リオル 	 Riol
ホウメイ 	 Homei
クレメンス 	 Clemence
エノル 	 Aenor
オーカー・ボルダー 	 Ocher Boulder
フ・ラミン 	 F'lhaminn
クルトゥネ 	 Coultenet
ホーリー・ボルダー 	 Hoary Boulder
アルフィノ 	 Alphinaud
アリゼー 	 Alisaie
タタル 	 Tataru
ホウメイ 	 Homei
クレメンス 	 Clemence
エノル 	 Aenor
オーカー・ボルダー 	 Ocher Boulder
フ・ラミン 	 F'lhaminn
クルトゥネ 	 Coultenet
ホーリー・ボルダー 	 Hoary Boulder
フ・ラミン 	 F'lhaminn
ホウメイ 	 Homei
ホウメイ 	 Homei
イジルドール 	 Isildaure
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
オーカー・ボルダー 	 Ocher Boulder
エノル 	 Aenor
クレメンス 	 Clemence
無名 #1018441 	 Nameless #1018441
タタル 	 Tataru
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
エフェミ 	 Ephemie
エノル 	 Aenor
クレメンス 	 Clemence
ホウメイ 	 Homei
イジルドール 	 Isildaure
オーカー・ボルダー 	 Ocher Boulder
エノル 	 Aenor
クレメンス 	 Clemence
ホーリー・ボルダー 	 Hoary Boulder
エフェミ 	 Ephemie
クレメンス 	 Clemence
イジルドール 	 Isildaure
ホーリー・ボルダー 	 Hoary Boulder
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
エフェミ 	 Ephemie
オーカー・ボルダー 	 Ocher Boulder
エノル 	 Aenor
クレメンス 	 Clemence
イジルドール 	 Isildaure
アリアヌ 	 Alianne
リオル 	 Riol
エフェミ 	 Ephemie
イジルドール 	 Isildaure
アリアヌ 	 Alianne
リオル 	 Riol
クルル 	 Krile
リオル 	 Riol
クルトゥネ 	 Coultenet
アルフィノ 	 Alphinaud
アリゼー 	 Alisaie
サンクレッド 	 Thancred
ヤ・シュトラ 	 Y'shtola
ウリエンジェ 	 Urianger
アルフィノ 	 Alphinaud
アリゼー 	 Alisaie
ヤ・シュトラ 	 Y'shtola
グ・ラハ・ティア 	 G'raha Tia
アリゼー 	 Alisaie
アルフィノ 	 Alphinaud
サンクレッド 	 Thancred
ヤ・シュトラ 	 Y'shtola
グ・ラハ・ティア 	 G'raha Tia
サンクレッド 	 Thancred
ヤ・シュトラ 	 Y'shtola
エフェミ 	 Ephemie
アルフィノ 	 Alphinaud
アリゼー 	 Alisaie
サンクレッド 	 Thancred
ヤ・シュトラ 	 Y'shtola
ウリエンジェ 	 Urianger
グ・ラハ・ティア 	 G'raha Tia
エスティニアン 	 Estinien
ヤ・シュトラ 	 Y'shtola
サンクレッド 	 Thancred
ウリエンジェ 	 Urianger
リオル 	 Riol
アリアヌ 	 Alianne
オーカー・ボルダー 	 Ocher Boulder
エノル 	 Aenor
クレメンス 	 Clemence
エフェミ 	 Ephemie
フ・ラミン 	 F'lhaminn
ホーリー・ボルダー 	 Hoary Boulder
クルトゥネ 	 Coultenet
オーカー・ボルダー 	 Ocher Boulder
エノル 	 Aenor
クレメンス 	 Clemence
リオル 	 Riol
アリアヌ 	 Alianne
エフェミ 	 Ephemie
イジルドール 	 Isildaure
エルグムス 	 Aergmhus
ブルオムウィダ 	 Bluomwyda
ヴァ・マハ・ティア 	 V'mah Tia
エルグムス 	 Aergmhus
ブルオムウィダ 	 Bluomwyda
小休止している男性客 	 Sharp-eyed Showgoer
大きな像を眺める男性客 	 Pensive Patron
無名 #1046447 	 Nameless #1046447
無名 #1046449 	 Nameless #1046449
無名 #1046450 	 Nameless #1046450
無名 #1046451 	 Nameless #1046451
無名 #1046452 	 Nameless #1046452
無名 #1046453 	 Nameless #1046453
無名 #1046454 	 Nameless #1046454
無名 #1001396 	 Nameless #1001396
無名 #1001397 	 Nameless #1001397
無名 #1001398 	 Nameless #1001398
無名 #1001401 	 Nameless #1001401
無名 #1001402 	 Nameless #1001402
無名 #1001403 	 Nameless #1001403
無名 #1001404 	 Nameless #1001404
無名 #1001407 	 Nameless #1001407
無名 #1001409 	 Nameless #1001409
無名 #1001410 	 Nameless #1001410
無名 #1001411 	 Nameless #1001411
無名 #1001413 	 Nameless #1001413
ジョヴィアル・ジャイアント二等闘兵 	 Jovial Giant
ウィセンカインド二等闘兵 	 Withekind
無名 #1001417 	 Nameless #1001417
無名 #1001419 	 Nameless #1001419
ミュタミクス 	 Mutamix Bubblypots
スヴィンブルース 	 Swynbroes
フ・ホバス 	 F'hobhas
無名 #1001431 	 Nameless #1001431
無名 #1001432 	 Nameless #1001432
エーセルギス 	 Aethelgyth
ベリンゲル 	 Beringaer
エトフレド 	 Etfled
ゼゼダ 	 Zezeda
無名 #1001441 	 Nameless #1001441
無名 #1001442 	 Nameless #1001442
無名 #1001443 	 Nameless #1001443
無名 #1001444 	 Nameless #1001444
オスベルト 	 Osbert
無名 #1001448 	 Nameless #1001448
無名 #1001450 	 Nameless #1001450
無名 #1001451 	 Nameless #1001451
無名 #1001454 	 Nameless #1001454
ガガリ 	 Gagari
無名 #1001456 	 Nameless #1001456
ヒヒヤジャ 	 Hihiyaja
無名 #1001459 	 Nameless #1001459
ウォウォバル 	 Wowobaru
無名 #1001461 	 Nameless #1001461
ラウンデルフ 	 Roundelph
アダルフンス 	 Adalfuns
無名 #1001464 	 Nameless #1001464
ソリッド・トランク 	 Solid Trunk
リカルド 	 Ricard
無名 #1001467 	 Nameless #1001467
無名 #1001468 	 Nameless #1001468
ガガリオ 	 Gagalyo
無名 #1001470 	 Nameless #1001470
無名 #1001471 	 Nameless #1001471
無名 #1001472 	 Nameless #1001472
無名 #1001473 	 Nameless #1001473
メメヌグ 	 Memenugu
無名 #1001475 	 Nameless #1001475
無名 #1001476 	 Nameless #1001476
無名 #1001477 	 Nameless #1001477
無名 #1001479 	 Nameless #1001479
無名 #1001480 	 Nameless #1001480
無名 #1001481 	 Nameless #1001481
無名 #1001482 	 Nameless #1001482
無名 #1001483 	 Nameless #1001483
無名 #1001485 	 Nameless #1001485
無名 #1001486 	 Nameless #1001486
無名 #1001487 	 Nameless #1001487
無名 #1001491 	 Nameless #1001491
ギギナス 	 Giginasu
無名 #1001498 	 Nameless #1001498
シシドア 	 Cicidoa
ロジャー 	 Roger
無名 #1001542 	 Nameless #1001542
無名 #1001545 	 Nameless #1001545
無名 #1001546 	 Nameless #1001546
無名 #1001547 	 Nameless #1001547
無名 #1001548 	 Nameless #1001548
無名 #1001550 	 Nameless #1001550
無名 #1001551 	 Nameless #1001551
無名 #1001554 	 Nameless #1001554
無名 #1001557 	 Nameless #1001557
無名 #1001559 	 Nameless #1001559
無名 #1001560 	 Nameless #1001560
無名 #1001561 	 Nameless #1001561
無名 #1001562 	 Nameless #1001562
無名 #1001565 	 Nameless #1001565
無名 #1001567 	 Nameless #1001567
無名 #1001576 	 Nameless #1001576
ヅヅメダ 	 Zuzumeda
無名 #1001579 	 Nameless #1001579
無名 #1001580 	 Nameless #1001580
無名 #1001582 	 Nameless #1001582
無名 #1001583 	 Nameless #1001583
無名 #1001584 	 Nameless #1001584
無名 #1001585 	 Nameless #1001585
無名 #1001586 	 Nameless #1001586
無名 #1001588 	 Nameless #1001588
無名 #1001589 	 Nameless #1001589
無名 #1001591 	 Nameless #1001591
無名 #1001592 	 Nameless #1001592
無名 #1001593 	 Nameless #1001593
無名 #1001594 	 Nameless #1001594
ブレイヴス 	 Blayves
ハムンド 	 Hamund
無名 #1002940 	 Nameless #1002940
無名 #1002941 	 Nameless #1002941
ノルマン二等闘兵 	 Norman
レイモンドの娘 	 Raymond's Daughter
無名 #1010344 	 Nameless #1010344
無名 #1010350 	 Nameless #1010350
無名 #1011006 	 Nameless #1011006
無名 #1014031 	 Nameless #1014031
無名 #1021427 	 Nameless #1021427
腹黒そうなララフェル族 	 Heartless Moneylender
無名 #1027650 	 Nameless #1027650
無名 #1028401 	 Nameless #1028401
無名 #1028402 	 Nameless #1028402
無名 #1028403 	 Nameless #1028403
無名 #1028405 	 Nameless #1028405
フレディスィサ 	 Frediswitha
無名 #1003928 	 Nameless #1003928
ツツシ 	 Tutusi
ケートリン 	 Caitlyn
無名 #1003934 	 Nameless #1003934
アイレル 	 Airell
エドワード 	 Eaduuard
ベネジャー 	 Beneger
ルルロ 	 Lululo
ジョスペル 	 Jospaire
エスムール 	 Esmour
ナール闘兵長 	 Knerl
無名 #1003949 	 Nameless #1003949
無名 #1003950 	 Nameless #1003950
無名 #1003957 	 Nameless #1003957
エルネド 	 Eluned
エッベ 	 Aebbe
スヴェーンヒルト 	 Swaenhylt
オーリルディス 	 Aurildis
無名 #1004504 	 Nameless #1004504
エルムガルド 	 Ermegarde
無名 #1004508 	 Nameless #1004508
無名 #1004509 	 Nameless #1004509
無名 #1004510 	 Nameless #1004510
無名 #1004511 	 Nameless #1004511
無名 #1004514 	 Nameless #1004514
無名 #1004515 	 Nameless #1004515
無名 #1004517 	 Nameless #1004517
無名 #1004519 	 Nameless #1004519
無名 #1004520 	 Nameless #1004520
無名 #1004523 	 Nameless #1004523
無名 #1004529 	 Nameless #1004529
無名 #1004530 	 Nameless #1004530
レレマキ 	 Reremaki
無名 #1004532 	 Nameless #1004532
無名 #1004533 	 Nameless #1004533
無名 #1004534 	 Nameless #1004534
無名 #1004535 	 Nameless #1004535
無名 #1004538 	 Nameless #1004538
無名 #1004539 	 Nameless #1004539
無名 #1004548 	 Nameless #1004548
無名 #1004549 	 Nameless #1004549
無名 #1004550 	 Nameless #1004550
アデルスタン 	 Adelstan
無名 #1004558 	 Nameless #1004558
無名 #1004559 	 Nameless #1004559
無名 #1004560 	 Nameless #1004560
無名 #1004562 	 Nameless #1004562
無名 #1004564 	 Nameless #1004564
無名 #1004567 	 Nameless #1004567
無名 #1004569 	 Nameless #1004569
無名 #1004570 	 Nameless #1004570
ゾゾル 	 Zozoru
無名 #1004588 	 Nameless #1004588
無名 #1004671 	 Nameless #1004671
無名 #1004672 	 Nameless #1004672
無名 #1004673 	 Nameless #1004673
無名 #1004674 	 Nameless #1004674
無名 #1004675 	 Nameless #1004675
無名 #1004676 	 Nameless #1004676
無名 #1004677 	 Nameless #1004677
無名 #1004679 	 Nameless #1004679
無名 #1004680 	 Nameless #1004680
無名 #1004681 	 Nameless #1004681
無名 #1004682 	 Nameless #1004682
無名 #1004683 	 Nameless #1004683
無名 #1004684 	 Nameless #1004684
無名 #1004685 	 Nameless #1004685
無名 #1004688 	 Nameless #1004688
無名 #1004689 	 Nameless #1004689
無名 #1004690 	 Nameless #1004690
無名 #1004695 	 Nameless #1004695
無名 #1004696 	 Nameless #1004696
エリー 	 Ellie
クラウディエン 	 Claudian
ゴゴシュ 	 Gogoshu
キョキョゾ 	 Kyokyozo
バリン 	 Barryn
フアンドレック 	 Fuandrec
デデジュ 	 Dedeju
イルカム 	 Ilcum
アルフィノ 	 Alphinaud
シド 	 Cid
フローティング・ストーン 	 Floating Stone
マルケズ 	 Marques
アール 	 Arlh
無名 #1010511 	 Nameless #1010511
無名 #1010512 	 Nameless #1010512
無名 #1011007 	 Nameless #1011007
無名 #1014021 	 Nameless #1014021
無名 #1014022 	 Nameless #1014022
ダミエリオー 	 Damielliot
黒髪の医師 	 Raven-haired Registrar
ミコッテ族の少女 	 Miqo'te Girl
ヒューラン族の少年 	 Hyuran Boy
ヒューラン族の少女 	 Hyuran Girl
ダミエリオー 	 Damielliot
モモル 	 Momoru
ロリー 	 Lorie
小児病棟の治療師 	 Hardworking Healer
ダミエリオー 	 Damielliot
無名 #1035222 	 Nameless #1035222
無名 #1008004 	 Nameless #1008004
無名 #1008005 	 Nameless #1008005
無名 #1008006 	 Nameless #1008006
無名 #1008007 	 Nameless #1008007
無名 #1008008 	 Nameless #1008008
無名 #1008009 	 Nameless #1008009
無名 #1008010 	 Nameless #1008010
無名 #1008011 	 Nameless #1008011
無名 #1008012 	 Nameless #1008012
無名 #1008013 	 Nameless #1008013
無名 #1008014 	 Nameless #1008014
無名 #1008015 	 Nameless #1008015
無名 #1008016 	 Nameless #1008016
無名 #1008017 	 Nameless #1008017
無名 #1008018 	 Nameless #1008018
無名 #1008019 	 Nameless #1008019
無名 #1008020 	 Nameless #1008020
無名 #1008021 	 Nameless #1008021
無名 #1008022 	 Nameless #1008022
無名 #1008023 	 Nameless #1008023
無名 #1008024 	 Nameless #1008024
食いしん坊な審査員 	 Gluttonous Judge
嫌味な審査員 	 Irksome Judge
粗野な審査員 	 Loutish Judge
オワイン 	 Owyne
無名 #1004156 	 Nameless #1004156
無名 #1004159 	 Nameless #1004159
無名 #1004171 	 Nameless #1004171
無名 #1004172 	 Nameless #1004172
無名 #1004173 	 Nameless #1004173
無名 #1004174 	 Nameless #1004174
無名 #1004183 	 Nameless #1004183
無名 #1004193 	 Nameless #1004193
無名 #1004194 	 Nameless #1004194
無名 #1004200 	 Nameless #1004200
無名 #1004221 	 Nameless #1004221
無名 #1004227 	 Nameless #1004227
無名 #1004231 	 Nameless #1004231
無名 #1004232 	 Nameless #1004232
無名 #1004233 	 Nameless #1004233
チョコボ屋 	 Chocobokeep
無名 #1004246 	 Nameless #1004246
無名 #1004259 	 Nameless #1004259
無名 #1004260 	 Nameless #1004260
無名 #1004261 	 Nameless #1004261
無名 #1004263 	 Nameless #1004263
無名 #1004265 	 Nameless #1004265
無名 #1004267 	 Nameless #1004267
無名 #1004279 	 Nameless #1004279
無名 #1004280 	 Nameless #1004280
無名 #1004286 	 Nameless #1004286
無名 #1004289 	 Nameless #1004289
無名 #1004297 	 Nameless #1004297
無名 #1004298 	 Nameless #1004298
パパワズ 	 Papawazu
ラフォルド二等闘兵 	 Rafold
ゼゼラギ二等闘兵 	 Zezeragi
アデレナ一等闘兵 	 Adelena
ベティン二等闘兵 	 Betyn
メメゾフ一等闘兵 	 Memezofu
ワイムンド上等闘兵 	 Wymund
ホープフル・ドーン上等闘兵 	 Hopeful Dawn
ラウバーン 	 Raubahn
ラウバーン 	 Raubahn
ビッグス 	 Biggs
ウェッジ 	 Wedge
スパイラリング・パス闘軍曹 	 Spiraling Path
無名 #1011009 	 Nameless #1011009
無名 #1004595 	 Nameless #1004595
無名 #1004699 	 Nameless #1004699
無名 #1004892 	 Nameless #1004892
無名 #1004897 	 Nameless #1004897
無名 #1004899 	 Nameless #1004899
無名 #1004905 	 Nameless #1004905
無名 #1004906 	 Nameless #1004906
無名 #1004908 	 Nameless #1004908
無名 #1004910 	 Nameless #1004910
ハブ 	 Hab
無名 #1004916 	 Nameless #1004916
無名 #1004920 	 Nameless #1004920
無名 #1004921 	 Nameless #1004921
無名 #1004926 	 Nameless #1004926
無名 #1004927 	 Nameless #1004927
無名 #1004928 	 Nameless #1004928
無名 #1004929 	 Nameless #1004929
無名 #1004945 	 Nameless #1004945
無名 #1004947 	 Nameless #1004947
無名 #1004948 	 Nameless #1004948
無名 #1004953 	 Nameless #1004953
無名 #1004954 	 Nameless #1004954
無名 #1004955 	 Nameless #1004955
無名 #1004956 	 Nameless #1004956
無名 #1004957 	 Nameless #1004957
ウ・ゴロムリ 	 U'goromuli
無名 #1004966 	 Nameless #1004966
無名 #1004967 	 Nameless #1004967
無名 #1004971 	 Nameless #1004971
呪術士の亡骸 	 Thaumaturge Corpse
無名 #1004987 	 Nameless #1004987
フィブブ・ガー 	 Fibubb Gah
ナルジ・ボー 	 Narujj Boh
アマルジャ族のよろず屋 	 Amalj'aa Vendor
無名 #1005557 	 Nameless #1005557
無名 #1005558 	 Nameless #1005558
無名 #1005559 	 Nameless #1005559
無名 #1005560 	 Nameless #1005560
無名 #1005878 	 Nameless #1005878
ビビム 	 Bibimu
ウ・チャカ・ティア 	 U'tykha Tia
ウ・クバ・ティア 	 U'khuba Tia
リリデス 	 Riridesu
ドリフティング・クラウド 	 Drifting Cloud
シディムンド大闘士 	 Sidimund
オディネル 	 Odinel
ムムゴイ 	 Mumugoi
ウ・ラタロ 	 U'rahtalo
オシリック一等闘兵 	 Osric
ヤヤズケ二等闘兵 	 Yayazuku
アングリー・リヴァー上等闘兵 	 Angry River
ウ・トワリ 	 U'towali
涼し気な目元の狩人 	 Cool-eyed Huntress
目つきの鋭い狩人 	 Keen-eyed Huntress
甘い香りの狩人 	 Sweet-smelling Huntress
厳しい顔つきの狩人 	 Stern Huntress
無名 #1011008 	 Nameless #1011008
緑の手のウィラ・リエーガ 	 Wyra “Greenhands” Lyehga
成金のプライド・フルスタグ 	 Prideful Stag
酔いどれのネル 	 Nell Half-full
高貴なるフリショワレル 	 Flichoirel The Lordling
ヨシダ・ナオキ 	 Naoki Yoshida
カスガ・ヒデユキ 	 Hideyuki Kasuga
ソケン・マサヨシ 	 Masayoshi Soken
ムロウチ・トシオ 	 Toshio Murouchi
スズキ・タケオ 	 Takeo Suzuki
ミナガワ・ヒロシ 	 Hiroshi Minagawa
コージ・フォックス 	 Koji Fox
マエヒロ・カズトヨ 	 Kazutoyo Maehiro
タカイ・ヒロシ 	 Hiroshi Takai
